id	role_id	lane	title	org	location	site	url	posted	first_seen	salary	level	status	friction	also_lanes	accessibility	requirements
JM-TWO-usc-cla-ssm	operations-safety	OPS	Staffing/Security Manager, Colonial Life Arena	University of South Carolina	Columbia, SC	TWO	https://uscjobs.sc.edu/postings/212286	2026-07-08	2026-08-31		mid	live	direct			
JM-TWO-legends-c2-doo	operations-safety	OPS	Director of Operations (Century II Performing Arts & Convention Center)	Legends Global	Wichita, KS	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/director-of-operations-2186411	2026-08-19	2026-08-31		senior	live	direct			
JM-TWO-legends-usbank-em	operations-safety	OPS	Event Manager (U.S. Bank Stadium)	Legends Global	Minneapolis, MN	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/event-manager-2186556	2026-08-31	2026-08-31		mid	live	direct			
JM-OSJ-orlandoshakes-psm	operations-safety	OPS	Patron Services Manager (Box Office + ticketing database leadership)	Orlando Shakes (in partnership with UCF)	Orlando, FL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72429	2026-07-30	2026-09-09	$50,000-55,000	mid	live	email		immediate	
JM-OSJ-syracuse-aasm	operations-safety	OPS	Assistant Audience Services Manager	Syracuse Stage	Syracuse, NY	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72322	2026-07-10	2026-09-09	$18.00/hr	entry	live	email		home	
JM-OSJ-remybumppo-pscm	operations-safety	OPS	Patron Services and Communications Manager	Remy Bumppo Theatre Company (via RTR Management Consulting)	Chicago, IL	OSJ	https://staging.offstagejobs.com/jobdetail.php?jobID=72369	2026-07-21	2026-09-09	$35,600/yr	mid	live	email	creative-admin		
JM-TWO-ovg-ryanfield-em	operations-safety	OPS	Event Manager | Full Time | Ryan Field at Northwestern University	Oak View Group (Ryan Field at Northwestern University)	Evanston, IL	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/oakview-group-/ovg-corporate/event-manager-full-time-ryan-field-at-northwestern-university-2176092	2026-09-18	2026-09-18	$65,000 - $80,000	mid	live	direct			
JM-TWO-legends-longbeach-fss	operations-safety	OPS	Facilities Support Specialist	Legends Global (Long Beach Amphitheater)	Long Beach, CA	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/facilities-support-specialist-2173037	2026-09-18	2026-09-18	$33 - $35 per hour	mid	live	direct			
JM-TWO-legends-nrg-sdege	operations-safety	OPS	Senior Director of Event and Guest Experience	Legends Global (NRG Park)	Houston, TX	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/senior-director-of-event-and-guest-experience-2176160	2026-09-18	2026-09-18		senior	live	direct			
JM-TWO-legends-peoria-does	operations-safety	OPS	Director of Event Services	Legends Global (Peoria Civic Center)	Peoria, IL	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/director-of-event-services-2187535	2026-09-18	2026-09-18	$85,000 - $95,000	senior	live	direct			
JM-TWO-legends-uva-pem	operations-safety	OPS	Production and Event Manager	Legends Global (John Paul Jones Arena / University of Virginia)	Charlottesville, VA	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/production-and-event-manager-2186794	2026-09-18	2026-09-18	$45,000-$55,000	entry	live	direct			
JM-TWO-golden1-em	operations-safety	OPS	Event Manager - Arena	Golden 1 Center	Sacramento, CA	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/golden-1-center-careers/golden-1-center-jobs/event-manager-arena-2185447	2026-09-18	2026-09-18	$70,000 - $75,000	mid	live	direct			
JM-TWO-ovg-regions-sm	operations-safety	OPS	Security Manager | Full-Time | Regions Arena	Oak View Group (Regions Arena)	Mobile, AL	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/oakview-group-/ovg-corporate/security-manager-full-time-regions-arena-2185175	2026-09-18	2026-09-18	$50,000-$60,000	mid	live	direct			
JM-TWO-legends-targetcenter-sm	operations-safety	OPS	Security Manager	Legends Global (Target Center)	Minneapolis, MN	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/security-manager-2187689	2026-09-18	2026-09-18	$65,000	mid	live	direct			
JM-TWO-legends-snhu-sm	operations-safety	OPS	Security Manager	Legends Global (SNHU Arena)	Manchester, NH	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/security-manager-2186029	2026-09-18	2026-09-18		mid	live	direct			
JM-TWO-deltacenter-bsm	operations-safety	OPS	Building Security Manager	Delta Center	Salt Lake City, UT	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/delta-center/delta-center-jobs/building-security-manager-2190826	2026-09-18	2026-09-18		mid	live	direct			
JM-TWO-legends-nrg-oc	operations-safety	OPS	Operations Coordinator	Legends Global (NRG Park)	Houston, TX	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/smg---nrg-park-/operations-coordinator-2170184	2026-09-18	2026-09-18		entry	live	direct			
JM-UKS-londonstadium-safety-coord	operations-safety	OPS	Safety Coordinator	London Stadium	London, UK	UKS	https://www.uksport.gov.uk/global/jobs/london-stadium/2026/10/04/safety-coordinator		2026-09-20	£30,784 to £33,000 per year	mid	live	direct			"working closely with the crowd safety team on relevant areas of crowd safety and health and safety legislation"; event staffing and operational readiness; no OSHA/ETCP/CPR/degree floor stated
JM-ASM-adventist-agm	operations-safety	OPS	Assistant General Manager	Legends Global / Adventist Health Arena	Stockton, CA	ASM	https://asmglobal.wd1.myworkdayjobs.com/en-US/careers/job/Stockton-CA/Assistant-Geneneral-Manager_R100124709	2026-08-13	2026-09-20	$155,000 to $180,000	senior	live	direct			"Bachelor's degree and at least five (5) years of relevant industry experience, including three (3) years in a management role within an arena, theatre or convention center"
JM-GOV-desert-events-mgr	operations-safety	OPS	Events Manager	College of the Desert	Palm Desert, CA	GOV	https://www.governmentjobs.com/jobs/5446860-0/events-manager	2026-08-18	2026-09-20	$100,572.84 - $145,644.48 Annually	mid	live	direct			"Bachelor's degree in Hospitality Management, Event Management, Business Administration, or a related field, AND three (3) years"; "ADA"; certificates of insurance; event scheduling software
JM-TWO-pensacola-em	operations-safety	OPS	Event Manager	Legends Global / Pensacola Bay Center	Pensacola, FL	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/event-manager-2183819	2026-09-06	2026-09-20	Competitive salary, commensurate with experience, and a generous benefits package	mid	live	gated			"High school diploma or GED"; "4 years of hands-on professional event production experience"; "Windows, MS Office, CAD and Adobe"; "NFPA life safety codes"
JM-ASM-pacc-ado	operations-safety	OPS	Assistant Director of Operations	Legends Global / Pennsylvania Convention Center	Philadelphia, PA	ASM	https://asmglobal.wd1.myworkdayjobs.com/en-US/careers/job/Philadelphia-PA/Assistant-Director-of-Operations_R100125116	2026-08-28	2026-09-20	Competitive salary, commensurate with experience, and a generous benefits package	senior	live	direct			"Bachelor's Degree or additional experience"; fire/life-safety, OSHA and risk-management program support
JM-ASM-reliant-ades	operations-safety	OPS	Assistant Director of Event Services	Legends Global / Reliant Park	Houston, TX	ASM	https://asmglobal.wd1.myworkdayjobs.com/en-US/careers/job/Houston-TX/Assistant-Director-of-Event-Services_R100125117	2026-08-28	2026-09-20	Competitive salary, commensurate with experience, and a generous benefits package	senior	live	direct			"Bachelor's degree and seven (7) years related experience, or equivalent"; crowd control, security, fire-marshal compliance
JM-ASM-regent-doo	operations-safety	OPS	Director of Operations | Regent Bank Amphitheatre	Legends Global / Regent Bank Amphitheatre	Broken Arrow, OK	ASM	https://asmglobal.wd1.myworkdayjobs.com/en-US/careers/job/Regent-Bank-Amphitheatre/Director-of-Operations---Regent-Bank-Amphitheatre_R100125138	2026-08-28	2026-09-20	Competitive salary, commensurate with experience, and a generous benefits package	senior	live	direct			"Bachelor's degree"; facility/event operations, public safety, security, life-safety compliance
JM-ASM-nassau-agm	operations-safety	OPS	Assistant General Manager	Legends Global / Nassau Veterans Memorial Coliseum	Uniondale, NY	ASM	https://asmglobal.wd1.myworkdayjobs.com/en-US/careers/job/Uniondale-NY/Assistant-General-Manager--Nassau-Vets-Memorial_R100125095	2026-08-27	2026-09-20	Competitive salary, commensurate with experience, and a generous benefits package	senior	live	direct			"BA/BS Degree (4-year)"; "At least 10-15 years' experience"; security/safety SOP oversight
JM-ASM-tucson-aom	operations-safety	OPS	Assistant Operations Manager	Legends Global	Tucson, AZ	ASM	https://asmglobal.wd1.myworkdayjobs.com/en-US/careers/job/Tucson-AZ/Assistant-Operations-Manager_R100125148	2026-08-28	2026-09-20	Competitive salary, commensurate with experience, and a generous benefits package	mid	live	direct			"Bachelor's Degree preferred"; "Three (3) years related experience in public assembly operations"; emergency/safety procedures
JM-TWO-huntingtonbank-gm	operations-safety	OPS	General Manager | Huntington Bank Field	Legends Global / Huntington Bank Field	Cleveland, OH	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/general-manager-huntington-bank-field-home-of-the-cleveland-browns-2176231		2026-09-20	Competitive salary, commensurate with experience, and a generous benefits package	senior	live	gated			"5-7 years senior leadership in stadium/arena/large-scale venue with full P&L responsibility"
JM-TWO-tmobile-mfo	operations-safety	OPS	Manager Facility Operations	Legends Global / T-Mobile Center	Kansas City, MO	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/manager-facility-operations-2178905		2026-09-20		mid	live	gated			"Bachelor's degree or equivalent combination"; "Three to five years facility operations including supervisory responsibilities"; computerized maintenance management system
JM-TWO-kfcyum-em	operations-safety	OPS	KFC Yum! Center - Event Manager	Legends Global / KFC Yum! Center	Louisville, KY	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/asm-global-jobs/asm-global-jobs/kfc-yum-center-event-manager-2171131		2026-09-20		mid	live	gated			"A minimum education level of: BA/BS Degree (4-year)"; "A minimum of 5 years of related work experience"; "Enforce and regulate venue security policies and procedures"; CAD
JM-TWO-enmarket-ops-sup	operations-safety	OPS	Operations Supervisor | Full-Time | Enmarket Arena	Oak View Group / Enmarket Arena	Savannah, GA	TWO	https://www.teamworkonline.com/arenas-facilities-jobs/oakview-group-/ovg-corporate/operations-supervisor-full-time-enmarket-arena-2179668		2026-09-20	$22.00-$25.00 hourly	entry	live	gated			"Bachelor's/Technical degree"; "2-3+ years' experience in facility events and operations supervision"; "crowd management and control techniques"
JM-ORLJ-tucker-om	operations-safety	OPS	Operations Manager | Full-Time | Donald L. Tucker Civic Center	Oak View Group / Donald L. Tucker Civic Center	Tallahassee, FL	ORLJ	https://www.orlandojobs.com/job/operations-manager-full-time-donald-l-tucker-civic-center-803455	2026-07-30	2026-09-20	$50,000-$60,000	mid	live	direct			"Bachelor's/Technical degree preferred"; "Minimum of three (3) years' facility operations management"; "CPR"; forklift; OSHA requirements
JM-LSU-lakefront-pom	operations-safety	OPS	Production and Operations Manager, Lakefront Arena	LSU New Orleans / Kiefer Lakefront Arena	New Orleans, LA	LSU	https://ulsuno.wd1.myworkdayjobs.com/en-US/UniversityOfNewOrleans/job/New-Orleans-La/Production-and-Operations-Manager--Lakefront-Arena_R-002148	2026-08-24	2026-09-20		mid	live	direct		immediate	"Bachelor's degree or four (4) years progressively responsible supervisory/managerial experience"
JM-GOV-manatee-event-sup	operations-safety	OPS	Event Supervisor	Manatee County Government (Bradenton Area Convention Center)	Palmetto, FL	GOV	https://www.governmentjobs.com/jobs/5481308-0/event-supervisor	2026-09-14	2026-09-20	$27.61 - $41.41 Hourly	mid	live	direct			"High school diploma or equivalent"; "Two (2) or more years of experience working in a high-volume event facility such as a convention center, theater, or banquet hall"; event diagramming or event planning software
JM-DART-hopkins-foh	operations-safety	OPS	Front of House Manager	Dartmouth College / Hopkins Center	Hanover, NH	DART	https://searchjobs.dartmouth.edu/postings/85740	2026-08-20	2026-09-20	$56,500	mid	live	direct			"Bachelors or equivalent combination of education and experience"; "One to three years of administrative experience in an arts related setting"; "NSCAN and Tessitura"; "ADA and PCI policies"
JM-UDEL-udel-events-mgr	operations-safety	OPS	Events Manager, College of Arts and Sciences	University of Delaware	Newark, DE	UDEL	https://careers.udel.edu/en-us/job/503847/events-manager-college-of-arts-and-sciences	2026-09-18	2026-09-20		mid	live	direct			"Bachelor's degree and three years of experience in event planning"; "Ability to work with ladders, lifts and scaffolding on a semi-regular basis"
JM-EXPR-tower-dvo	operations-safety	OPS	Director of Venue Operations	Tower Theatre Foundation	Bend, OR	EXPR	https://www.expresspros.com/us-oregon-bend/job-seekers/job-openings/job-detail?jobId=14575574	2026-07-31	2026-09-20	Competitive comp & benefits!	senior	live	email			"Bachelor's or Associate's degree or equivalent"; "Minimum of 5 years of progressively responsible leadership experience"; ticketing systems
JM-BDAL-musichall-hm	operations-safety	OPS	House Manager	Broadway Dallas / Music Hall at Fair Park	Dallas, TX	BDAL	https://app.trinethire.com/companies/35206-broadway-dallas-inc/jobs/95564-house-manager		2026-09-20	$22.00 per hour	entry	live	direct			"High school diploma or equivalent"; "At least one year of patron-facing theatre/live-event experience"; emergency preparedness and safe-space training
